term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop
22,8,2,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
22000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
220000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
22000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
220000000,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2212,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
225,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
22606,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
22d,5,3,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
22nd,11,4,6.192821956368755e-06,17.30097160015493,CD,1,{'CD'},0
23,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
23000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2300000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
23000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2314000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
232,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
234,5,3,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
234347,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
235,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
237,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2378,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
238th,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
23d,8,3,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
23rd,19,4,1.0696692470091485e-05,16.512475705348646,CD,1,{'CD'},0
23to,1,4,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
24,6,2,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
240,6,3,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
2400,6,4,3.3779028852920477e-06,18.175440718071073,CD,2,"{'CD', 'NN'}",0
24000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
240000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
245,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
246000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
247552,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
24th,14,4,7.881773399014778e-06,16.953048296734625,CD,1,{'CD'},0
25,12,2,6.7558057705840954e-06,17.175440718071073,CD,1,{'CD'},0
250,8,3,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
2500,4,4,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
25000,2,5,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
250000,3,6,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
2500000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
251,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2510701,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
2513,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
251343,2,6,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
251343251,3,9,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
251343251343251,1,15,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2543400,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
255,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
256,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
257,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
257542,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
25th,30,4,1.6889514426460238e-05,15.853512623183711,CD,1,{'CD'},0
26,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2600,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
26000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
26000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
266th,1,5,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
26th,19,4,1.0696692470091485e-05,16.512475705348646,CD,1,{'CD'},0
27,12,2,6.7558057705840954e-06,17.175440718071073,CD,1,{'CD'},0
270,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
27000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
273,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2746271000,1,10,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
27500000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
276,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
276000000,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
27th,17,4,9.570724841660802e-06,16.67294037754189,CD,1,{'CD'},0
28,8,2,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
280,4,3,2.251935256861365e-06,18.76040321879223,CD,2,"{'CD', 'JJ'}",0
28000,2,5,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
282,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2833,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2880,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
28800,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
28895,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
28th,20,4,1.1259676284306827e-05,16.43847512390487,CD,1,{'CD'},0
29,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
292,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
295,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
296,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2976,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
29deg,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
29th,14,4,7.881773399014778e-06,16.953048296734625,CD,1,{'CD'},0
2d,6,2,3.3779028852920477e-06,18.175440718071073,CD,2,"{'CD', 'NN'}",0
2gr,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
2nd,18,3,1.0133708655876144e-05,16.59047821734992,CD,1,{'CD'},0
2ndly,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
2this,1,5,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
2v,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3,107,1,6.023926812104152e-05,14.018936232391082,CD,5,"{'CD', 'VB', 'NN', 'VBD', 'JJ'}",0
30,29,2,1.6326530612244897e-05,15.902422223664658,CD,2,"{'CD', 'JJ'}",0
300,11,3,6.192821956368755e-06,17.30097160015493,CD,1,{'CD'},0
3000,8,4,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
30000,4,5,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
300000,6,6,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
30400000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
30565,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
30deg,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
30th,28,4,1.5763546798029555e-05,15.953048296734625,CD,3,"{'CD', 'JJ', 'NNP'}",0
31,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
310,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
31000000,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
31st,22,4,1.238564391273751e-05,16.30097160015493,CD,1,{'CD'},0
32,12,2,6.7558057705840954e-06,17.175440718071073,CD,2,"{'CD', 'NNP'}",0
320,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
3200,3,4,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
32000,2,5,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
325,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3251,3,4,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
32513,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
32513432,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
32513432513,2,11,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
325th,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
33,5,2,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
330000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
333,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
3333,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
33rd,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
34,6,2,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
340,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3400,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
342,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3425,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
34285,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3432,3,4,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
343251,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3432513,2,7,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
34325134325,1,11,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
347,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
34deg,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
35,5,2,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
350,4,3,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
3500,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
35000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
35000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
353,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
35393000,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
354,8,3,4.50387051372273e-06,17.76040321879223,CD,1,{'CD'},0
356,6,3,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
35deg,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
36,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
360,5,3,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
36000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
368733,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
37,5,2,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
370,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
375,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3780,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
37deg,2,5,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
38,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
38465,1,5,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
386,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
39,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
39000000,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
3919,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3921,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
393,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
394,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
3d,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
3rd,24,3,1.3511611541168191e-05,16.175440718071073,CD,1,{'CD'},0
3rdly,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
4,94,1,5.292047853624208e-05,14.205814367114593,CD,5,"{'CD', 'VB', 'NN', 'IN', 'JJ'}",0
40,12,2,6.7558057705840954e-06,17.175440718071073,CD,1,{'CD'},0
400,10,3,5.629838142153413e-06,17.43847512390487,CD,1,{'CD'},0
4000,14,4,7.881773399014778e-06,16.953048296734625,CD,2,"{'CD', 'NN'}",0
400000,4,6,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
4000000,3,7,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
40000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
40s,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
40sec,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
40th,1,4,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
41,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
410,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
415000000,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
42,12,2,6.7558057705840954e-06,17.175440718071073,CD,1,{'CD'},0
420,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
420000000,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
423,4,3,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
425,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
43,10,2,5.629838142153413e-06,17.43847512390487,CD,2,"{'CD', 'VBP'}",0
430,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
43000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
432,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
4325,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
432513,4,6,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
4332,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
43the,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
44,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
45,7,2,3.940886699507389e-06,17.953048296734625,CD,1,{'CD'},0
450,6,3,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
4500,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
45th,1,4,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
46,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
4600,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
467,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
46m,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
47,6,2,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
4752,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
475693000,2,9,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
476,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
47880000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
47th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
48,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
480,4,3,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
48000,5,5,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
480000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
4860,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
49,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
49th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
4th,26,3,1.4637579169598874e-05,16.059963500651136,CD,2,"{'CD', 'JJ'}",0
4thly,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
5,64,1,3.603096410978184e-05,14.760403218792229,CD,3,"{'CD', 'IN', 'NN'}",0
50,13,2,7.318789584799437e-06,17.059963500651136,CD,1,{'CD'},0
500,17,3,9.570724841660802e-06,16.67294037754189,CD,1,{'CD'},0
5000,13,4,7.318789584799437e-06,17.059963500651136,CD,1,{'CD'},0
50000,5,5,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
500000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5000000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
50000000,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
50th,1,4,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
51,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
510,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
513,4,3,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
513000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5134,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5134325,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
513432513,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
52,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
52000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5250,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
53,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
53m,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
54,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
54000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5446675,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5490,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
55,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
5500,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
56,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
5600,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
56000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
56000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
5670,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
57,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
57000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
58,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
59,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
59000000,5,8,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
5th,24,3,1.3511611541168191e-05,16.175440718071073,CD,2,"{'CD', 'JJ'}",0
5thly,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
6,41,1,2.3082336382828995e-05,15.402851214174145,CD,2,"{'CD', 'NN'}",0
60,10,2,5.629838142153413e-06,17.43847512390487,CD,1,{'CD'},0
600,7,3,3.940886699507389e-06,17.953048296734625,CD,1,{'CD'},0
6000,7,4,3.940886699507389e-06,17.953048296734625,CD,1,{'CD'},0
60000,2,5,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
600000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
6000000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
6000000000,2,10,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
6032,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
61,1,2,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
61000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
615,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
625,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
62d,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
6300,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
630000,2,6,1.1259676284306826e-06,19.76040321879223,CD,2,"{'CD', 'NNP'}",0
635,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
638,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
63rd,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
64,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
6400,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
650,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
6500,2,4,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
65th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
66,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
66000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
66130000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
66131000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
67,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
67440,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
68,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
68000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
68040,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
69,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
6th,30,3,1.6889514426460238e-05,15.853512623183711,CD,1,{'CD'},0
7,38,1,2.139338494018297e-05,15.512475705348644,CD,2,"{'CD', 'NN'}",0
70,8,2,4.50387051372273e-06,17.76040321879223,CD,2,"{'CD', 'VB'}",0
700,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
7000,4,4,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
70000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
70000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
7040,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
70th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
72,2,2,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
720,3,3,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
72000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
7200000,1,7,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
723,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
735,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
74,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
75,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
750,6,3,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
7500,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
76,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
761,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
762,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
76223,2,5,1.1259676284306826e-06,19.76040321879223,CD,2,"{'CD', 'NN'}",0
77,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
77deg,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
78000000,3,8,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
79,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
7th,22,3,1.238564391273751e-05,16.30097160015493,CD,1,{'CD'},0
8,33,1,1.8578465869106263e-05,15.716009099433776,CD,2,"{'CD', 'VB'}",0
80,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
800,5,3,2.8149190710767066e-06,18.43847512390487,CD,1,{'CD'},0
8000,6,4,3.3779028852920477e-06,18.175440718071073,CD,1,{'CD'},0
800000,1,6,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
80th,2,4,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
81,3,2,1.6889514426460239e-06,19.175440718071073,CD,1,{'CD'},0
81000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
82000000,2,8,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
834,4,3,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
83hrs,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
840,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
8400,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
845,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
847,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
84th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
8500,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
85390,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
86000,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
8660,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
86630,1,5,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
86th,1,4,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
874440000,1,9,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
875,2,3,1.1259676284306826e-06,19.76040321879223,CD,1,{'CD'},0
8h,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
8th,21,3,1.1822660098522168e-05,16.36808579601347,CD,1,{'CD'},0
9,22,1,1.238564391273751e-05,16.30097160015493,CD,1,{'CD'},0
90,4,2,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
900,13,3,7.318789584799437e-06,17.059963500651136,CD,1,{'CD'},0
9000,4,4,2.251935256861365e-06,18.76040321879223,CD,1,{'CD'},0
910,1,3,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
91000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
91430000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
94,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
96,1,2,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
96000000,1,8,5.629838142153413e-07,20.76040321879223,CD,1,{'CD'},0
